1 3 3 3 1 1 1 1 
1 4 4 4 1 1 4 1 
2 4 4 4 2 1 4 1 
2 3 3 3 2 1 1 1 
2 4 4 4 2 1 4 1 
2 3 3 3 2 1 1 1 
7 7 7 7 7 7 7 1 
6 6 6 6 1 6 6 1 
2 5 5 5 2 5 5 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
2 3 3 3 2 2 2 1 
2 5 5 5 2 5 5 1 
2 5 5 5 2 5 5 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
8 8 8 8 8 8 8 8 
8 8 8 8 8 8 8 8 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
7 7 7 7 7 7 7 1 
